fold,reference (502),3x3-only (507),5x5-only (507),3x3+5x5 (510),diff_3x3,diff_5x5,diff_combined
0,0.524382,0.521739,0.5211952744961779,0.5204718945176962,-0.002643000000000062,-0.003186725503822152,-0.003910105482303861
1,0.530064,0.531378,0.5298850574712644,0.5301897642323173,0.0013140000000000374,-0.0001789425287356261,0.00012576423231736023
2,0.513846,0.514836,0.5137825421133232,0.514919663351186,0.0009899999999999354,-6.345788667683205e-05,0.0010736633511859717
3,0.544756,0.542541,0.5420966865833787,0.5428881650380022,-0.002214999999999967,-0.0026593134166212895,-0.0018678349619978274
4,0.525597,0.526099,0.527946127946128,0.527946127946128,0.0005020000000000024,0.002349127946128071,0.002349127946128071
