tp,fn,fp,tn,precision_fail,recall_fail,f1_fail,false_negative_rate,false_positive_rate,n_eligible,n_excluded_old_label_1,threshold,source
509,871,24,31194,0.9549718574108818,0.3688405797101449,0.5321484579194983,0.631159420289855,0.000768787238131847,32598,6753,0.42,"outputs/phase10_final_test_evaluation.csv (existing, not recomputed)"
