rank,feature,tp_mean,fn_mean,cohens_d,abs_cohens_d
177,feature_141,59.89988211758396,58.89567423212647,-0.3016316693251488,0.3016316693251488
178,feature_272,21.90235276944299,22.21835686800049,0.30057551422234374,0.30057551422234374
179,feature_282,5.146873772507215,5.209350547745447,0.30032433850554036,0.30032433850554036
180,feature_220,2.3204976850187706,2.2668435834830936,-0.3000485725441879,0.3000485725441879
181,feature_32,0.9055080633544341,0.919762340673935,0.2981609687799078,0.2981609687799078
182,feature_30,1.3503377715097211,1.3188358589595068,-0.29763616957166894,0.29763616957166894
183,feature_207,-0.8310428324780607,-0.816380264259473,0.29755744535314455,0.29755744535314455
184,feature_154,200.13054464573912,193.9288298116794,-0.29691944261818737,0.29691944261818737
185,feature_91,24.468236621899226,25.214682297983988,0.2955789129982644,0.2955789129982644
186,feature_404,43.674739737324764,45.22258955175707,0.29525371740555933,0.29525371740555933
187,feature_176,3.8282654398447926,3.89138800151406,0.2952104373267616,0.2952104373267616
188,feature_464,22.028088952457246,21.175255616454862,-0.29478084889688017,0.29478084889688017
189,feature_248,0.7968521902934571,0.7741250618385732,-0.2943456010949628,0.2943456010949628
190,feature_212,2.440497481161721,2.4852731601996836,0.2942849323598243,0.2942849323598243
191,feature_392,-1.8123264185635126,-1.8908583921643738,-0.2934769243283601,0.2934769243283601
192,feature_214,0.12935887389717887,0.1268558247868169,-0.29142585273931587,0.29142585273931587
193,feature_41,39.97532651108664,41.36856202292632,0.2900694921347324,0.2900694921347324
194,feature_435,0.46395763928748984,0.4813018567850841,0.2892765406131463,0.2892765406131463
195,feature_156,199.47334663649866,193.68257060355876,-0.2883971476830451,0.2883971476830451
196,feature_160,331.03493565026577,334.14878576495556,0.28824789852727684,0.28824789852727684
197,feature_71,687.8303422861968,696.8718637771002,0.28783169079684373,0.28783169079684373
198,feature_483,36.55165585592691,35.80054032742223,-0.2872847758610914,0.2872847758610914
199,feature_342,1.8765999619397151,1.9137752101151182,0.2872769242114076,0.2872769242114076
200,feature_9,7.601168216616026,7.706056337358395,0.28696937268302936,0.28696937268302936
201,feature_331,417.96654861892677,435.88968966873426,0.28629168468525895,0.28629168468525895
202,feature_298,-18.20226532809063,-18.006153887620144,0.2860174641587697,0.2860174641587697
203,feature_34,73.20225130537753,74.87851492643527,0.2858066555597044,0.2858066555597044
204,feature_288,-418.171855664871,-429.5624048902713,-0.2849586101924807,0.2849586101924807
205,feature_386,939.8942026693848,905.9143317640825,-0.2838065798742241,0.2838065798742241
206,feature_432,3.4303001645826345,3.35838601547119,-0.283317137749729,0.283317137749729
207,feature_426,-0.30891193177892684,-0.30186825858770716,0.2831088574971148,0.2831088574971148
208,feature_409,-0.6623643630553017,-0.6672463992728908,-0.28255858071639756,0.28255858071639756
209,feature_496,-2008.1663000405065,-1991.4032758044898,0.28207563213833275,0.28207563213833275
210,feature_118,25.666614444351648,25.90472420831965,0.2820694850000105,0.2820694850000105
211,feature_168,0.32366779283961705,0.31088371167505086,-0.2818034793326896,0.2818034793326896
212,feature_185,347.001911849076,335.1716744960412,-0.2816871963405037,0.2816871963405037
213,feature_172,-82.75981530917772,-80.51672283579623,0.2812741964780719,0.2812741964780719
214,feature_16,0.2418831103923995,0.2375384921378654,-0.27994247142150047,0.27994247142150047
215,feature_161,133.60187828448343,128.47912673726262,-0.2786785962148887,0.2786785962148887
216,feature_134,0.30533176014976865,0.3094681073142527,0.27708871046897937,0.27708871046897937
217,feature_62,-22.097786634073746,-21.26886045913574,0.2767361590717683,0.2767361590717683
218,feature_478,1841.3247310375875,1879.5541049097853,0.2766227573747744,0.2766227573747744
219,feature_1,4.956218430461775,4.828092235530566,-0.2766003392507371,0.2766003392507371
220,feature_26,992.7668149423985,1018.2245221626464,0.27598702989876395,0.27598702989876395
221,feature_208,-33.07697580509284,-32.356919663170274,0.27510048642110446,0.27510048642110446
222,feature_306,0.9853868174909358,0.9762650553786064,-0.273649614714549,0.273649614714549
223,feature_114,3246.584904439532,3311.1066627992204,0.27261856891365593,0.27261856891365593
224,feature_78,1086.4242024444177,1055.1529506117386,-0.27162145357185796,0.27162145357185796
225,feature_454,7.276778784182413,7.448306807358936,0.2711059969214755,0.2711059969214755
226,feature_173,-4.252723288550094,-4.338924488826525,-0.2710624284013647,0.2710624284013647
227,feature_20,111.0497560744886,107.20520308271529,-0.2708018476036675,0.2708018476036675
228,feature_310,0.2673336053752851,0.26409959121287535,-0.2702123243835609,0.2702123243835609
229,feature_297,2.8849426287571025,2.7904759525847695,-0.26812892005565997,0.26812892005565997
230,feature_241,3754.05668613551,3634.740870983309,-0.26581905802136657,0.26581905802136657
231,feature_466,-0.7179797707418941,-0.7122073788176455,0.2643041130892745,0.2643041130892745
232,feature_347,2.317112268785305,2.370722780646838,0.26337454182777176,0.26337454182777176
233,feature_491,167.65496750969984,162.9455359169138,-0.2605323313758932,0.2605323313758932
234,feature_137,1754.4861514699217,1785.4055572355953,0.2598126520312164,0.2598126520312164
235,feature_296,3.5608770415903113,3.4970163875174123,-0.2595693955980551,0.2595693955980551
236,feature_211,3.8873188346662557,3.795515500948466,-0.25907800270122516,0.25907800270122516
237,feature_487,1073.1748492315212,1040.0239063043934,-0.25686913089287405,0.25686913089287405
238,feature_75,8.372227874457947,8.294619188106836,-0.2561831560947929,0.2561831560947929
239,feature_253,211.60479662442933,206.38799594890446,-0.2549500021462732,0.2549500021462732
240,feature_224,-0.3526322264062426,-0.34114028621483716,0.25367663979336896,0.25367663979336896
241,feature_340,0.12449715779863448,0.1269965486872931,0.2530926854369964,0.2530926854369964
242,feature_240,17.675744414378453,17.503554275586364,-0.2525300825556715,0.2525300825556715
243,feature_364,0.11002030324918476,0.10759951175604325,-0.2519661507633132,0.2519661507633132
244,feature_21,10.656916177536713,10.434866767681337,-0.2503170236628888,0.2503170236628888
245,feature_328,-577.7421108912565,-585.7503559104658,-0.24915835254606084,0.24915835254606084
246,feature_492,113.07138918173379,113.76388227170764,0.24888919782973076,0.24888919782973076
247,feature_311,2531.243240101024,2591.8580512447597,0.246600080425261,0.246600080425261
248,feature_252,3004.881217345211,2974.3997687276274,-0.24652907772885618,0.24652907772885618
249,feature_239,0.9500554009013745,0.9263074629506135,-0.24623965204407622,0.24623965204407622
250,feature_259,56.29320084150911,58.02204779424967,0.24569520406721626,0.24569520406721626
251,feature_372,0.21645270577546066,0.22298523165848602,0.24562403282283815,0.24562403282283815
252,feature_375,50.283220349062574,49.89301227970611,-0.2450917288728427,0.2450917288728427
253,feature_67,6.015101604050638,5.914172940484236,-0.24469383076875093,0.24469383076875093
254,feature_4,7.541663496392832,7.824179968166268,0.2439589127782843,0.2439589127782843
255,feature_390,0.16900929691129338,0.1732059478517261,0.24278757120165817,0.24278757120165817
256,feature_63,554.1577672928458,571.4455466117746,0.24097764912169972,0.24097764912169972
257,feature_356,-2.5178629311310448,-2.4427758843201612,0.240691766914849,0.240691766914849
258,feature_174,-2.172527214253939,-2.1618287719786493,0.2401906449769584,0.2401906449769584
259,feature_99,-6.30803598859169,-6.275759095366131,0.2398515560562169,0.2398515560562169
260,feature_334,0.8358731554746045,0.8606520856942061,0.23897925198008346,0.23897925198008346
261,feature_202,10.774382821265165,10.572439052821705,-0.2385724327186503,0.2385724327186503
262,feature_418,-1337.82049766149,-1362.1021490765909,-0.23762108928830172,0.23762108928830172
263,feature_6,-26.996614777837497,-26.246702191606555,0.23583890080625863,0.23583890080625863
264,feature_182,11.782648972642898,12.053240048256527,0.23492381252769964,0.23492381252769964
265,feature_54,-5.9210390320880615,-6.03384227871319,-0.23386056442923533,0.23386056442923533
266,feature_196,5.0069079454613385,5.143581156737228,0.23346877570454144,0.23346877570454144
267,feature_256,0.2484599288858992,0.2408095124205485,-0.23304333345248932,0.23304333345248932
268,feature_462,8.389444070275765,8.66484190162666,0.23183410533646054,0.23183410533646054
269,feature_326,185.00002768487371,183.45835210973476,-0.23148376747945112,0.23148376747945112
270,feature_346,-639.466591278448,-626.1285386896808,0.23107619157598255,0.23107619157598255
271,feature_126,3218.843996857039,3277.030665380662,0.23052037137249792,0.23052037137249792
272,feature_303,0.6699501964821591,0.680289496444654,0.23037549796491244,0.23037549796491244
273,feature_445,0.11403016947119969,0.11168635153201889,-0.23032883804960613,0.23032883804960613
274,feature_87,1597.2653609774652,1606.539991200117,0.22776300970856458,0.22776300970856458
275,feature_321,0.15691290054899995,0.16079887709432686,0.227395331405157,0.227395331405157
276,feature_250,31.91485131713729,32.076163238439655,0.22702485602857375,0.22702485602857375
277,feature_427,0.5842310831941583,0.5960385172790854,0.22700718887774643,0.22700718887774643
278,feature_121,2919.1192585072617,2842.040811774139,-0.22671052162711872,0.22671052162711872
279,feature_27,292.8928237697494,286.5302839875226,-0.2265755844829531,0.2265755844829531
280,feature_133,5.591443562504775,5.431919138988486,-0.22650063598165307,0.22650063598165307
281,feature_444,283.2320101595797,286.8605077611315,0.22434447946793634,0.22434447946793634
282,feature_228,-0.374536778850814,-0.36865598290591123,0.22411056592136533,0.22411056592136533
283,feature_351,-1.0374366225866662,-1.0423123497932076,-0.2236017197760343,0.2236017197760343
284,feature_274,855.7888112907646,862.2368114517913,0.2235839343914771,0.2235839343914771
285,feature_76,9.820688922444559,9.56999533801084,-0.22330662802359688,0.22330662802359688
286,feature_498,3228.7110560826277,3172.2147110528135,-0.22320831879195996,0.22320831879195996
287,feature_68,0.17520825655013092,0.17378621591317397,-0.22259885571502705,0.22259885571502705
288,feature_316,-11.19010624823285,-11.119316592851767,0.22231660372027603,0.22231660372027603
289,feature_343,1.5094188274696192,1.5512457542570453,0.22051461562645144,0.22051461562645144
290,feature_116,3.043998762578235,2.98504283781106,-0.2201450448254321,0.2201450448254321
291,feature_36,-0.2088596466659505,-0.21065728074521795,-0.21954509155834093,0.21954509155834093
292,feature_422,238.9798957353212,244.46153167254553,0.2180490072032071,0.2180490072032071
293,feature_86,9.288264491258223,9.064167235585904,-0.21761728167139627,0.21761728167139627
294,feature_400,-0.3144698706207795,-0.3203747359158512,-0.21668828948015045,0.21668828948015045
295,feature_393,118.92299127880477,120.9512072759821,0.21645475959409674,0.21645475959409674
296,feature_419,1356.2117420309653,1399.8992169027722,0.21638065277261093,0.21638065277261093
297,feature_429,-28.976222960316047,-28.643313981943628,0.21632113188938726,0.21632113188938726
298,feature_382,0.10909257194610684,0.1070019065260121,-0.21448901794123365,0.21448901794123365
299,feature_479,-2685.215725999491,-2702.46031969128,-0.21421067109983002,0.21421067109983002
300,feature_148,1.2099198153722337,1.1891797954945253,-0.21415333275135895,0.21415333275135895
301,feature_424,23.909097138885627,24.5639021521764,0.2135598451486814,0.2135598451486814
302,feature_261,147.02051341066667,148.21750963060475,0.21334381442862468,0.21334381442862468
303,feature_10,657.8539947911041,674.3665367744657,0.21242260943574767,0.21242260943574767
304,feature_142,-22.888588609677207,-23.57000955300104,-0.21201440027479368,0.21201440027479368
305,feature_361,0.10604571730448382,0.10453359324181517,-0.21094961441259655,0.21094961441259655
306,feature_476,6.251314419211917,6.2771924763689935,0.21077717287481088,0.21077717287481088
307,feature_394,0.7529807383917176,0.7760310238856328,0.2101041891889347,0.2101041891889347
308,feature_363,-1979.4557006196173,-1928.0756797497727,0.2100404220259031,0.2100404220259031
309,feature_39,0.3062231119730771,0.3108262672688018,0.20967828212129805,0.20967828212129805
310,feature_388,0.841851312238222,0.8465060363018402,0.209323743559706,0.209323743559706
311,feature_129,0.7346068468659478,0.7564653083214649,0.20922817081414638,0.20922817081414638
312,feature_226,46.157874839235205,45.0108316875956,-0.20817380432259497,0.20817380432259497
313,feature_83,0.28057552278527936,0.2733870152460774,-0.20764142194673188,0.20764142194673188
314,feature_82,-58.3199075682052,-58.586809500855544,-0.20379873625642062,0.20379873625642062
315,feature_80,3408.0479544752034,3438.1611176593788,0.20303078631334615,0.20303078631334615
316,feature_66,5.132760377023308,5.078526854933273,-0.20265881338162087,0.20265881338162087
317,feature_485,1.7199793969723474,1.7451359772286519,0.20188519861171791,0.20188519861171791
318,feature_369,0.8788958259385631,0.870949689533686,-0.20087722105965622,0.20087722105965622
319,feature_383,7.433339536832048,7.300371271572758,-0.19752937242102714,0.19752937242102714
320,feature_143,3838.021180929939,3920.943300460892,0.19750187287425153,0.19750187287425153
321,feature_317,-7.476145067451062,-7.599081702902113,-0.19738512451722562,0.19738512451722562
322,feature_461,-3599.684335423949,-3497.3510839487485,0.1969632687870848,0.1969632687870848
323,feature_184,11.419988686531692,11.37086711463861,-0.19607460571229052,0.19607460571229052
324,feature_111,27.834739255089936,28.12648592469657,0.19527108230981619,0.19527108230981619
325,feature_203,8.216122859734645,8.045362526862315,-0.1942433939051823,0.1942433939051823
326,feature_217,733.5544122020576,737.7288450180314,0.1933280497551711,0.1933280497551711
327,feature_257,882.6714931483884,873.2908428213842,-0.19314758461579265,0.19314758461579265
