rank,feature,tn_mean,fp_mean,cohens_d,abs_cohens_d
213,feature_33,783.4542381287528,779.2064304844938,-0.22019766036750524,0.22019766036750524
214,feature_289,40.79875147874241,40.21483648700096,-0.21712904721538923,0.21712904721538923
215,feature_11,326.60544806655594,335.4437542489766,0.2142186110228585,0.2142186110228585
216,feature_335,2691.9112517934177,2767.21743223639,0.21416761997250625,0.21416761997250625
217,feature_39,0.3126192930146644,0.30795055470330723,-0.21411380468915425,0.21411380468915425
218,feature_160,334.3811141477839,332.15944190400023,-0.21341948148727127,0.21341948148727127
219,feature_465,4367.239128244416,4460.871110318599,0.21168571501069597,0.21168571501069597
220,feature_99,-6.260243634880967,-6.289265447309589,-0.21094676866855946,0.21094676866855946
221,feature_88,11.468173614351644,11.20584134275448,-0.20884809190813677,0.20884809190813677
222,feature_313,0.7217987857236836,0.7150042014578489,-0.2086103031520557,0.2086103031520557
223,feature_296,3.494139874521382,3.5469400786609575,0.20805047281532893,0.20805047281532893
224,feature_492,113.8501582213648,113.29410469616157,-0.20655640992297172,0.20655640992297172
225,feature_496,-1984.0957273713032,-1996.3673970744187,-0.20654244527593138,0.20654244527593138
226,feature_451,-17.774835219474554,-17.895106203201937,-0.2055349678422252,0.2055349678422252
227,feature_264,588.2224201010968,603.8152528205684,0.20485987121933688,0.20485987121933688
228,feature_93,-118.27905158210773,-115.99038029475093,0.2036008555346134,0.2036008555346134
229,feature_220,2.262789896021263,2.2957870320939553,0.203271974728543,0.203271974728543
230,feature_36,-0.21132819210332734,-0.209661465701065,0.2029587191771161,0.2029587191771161
231,feature_195,1812.5764248936798,1831.7365116906885,0.20277600390869271,0.20277600390869271
232,feature_73,2.5866540248766414,2.6349623104705433,0.20274861181277934,0.20274861181277934
233,feature_64,-28.149862183003954,-28.03346484024492,0.20238211602115172,0.20238211602115172
234,feature_320,5.302183810212468,5.242623028309272,-0.20051587568309714,0.20051587568309714
235,feature_421,1329.2744932822259,1355.537040267201,0.20007741363150264,0.20007741363150264
236,feature_314,6.374391454003292,6.333917231504792,-0.19919481217838544,0.19919481217838544
237,feature_200,35.90734170128833,35.640400830477546,-0.19889387938619466,0.19889387938619466
238,feature_79,0.383234639044729,0.3768466476824616,-0.19747266445783337,0.19747266445783337
239,feature_307,363.6017846910463,370.0082966874914,0.19642432628336629,0.19642432628336629
240,feature_207,-0.8130806937732198,-0.8228904905486262,-0.19637541542614784,0.19637541542614784
241,feature_340,0.12747435823559106,0.12558405935356975,-0.19628115000510998,0.19628115000510998
242,feature_259,58.57118216900471,59.8463757258754,0.19559765900534315,0.19559765900534315
243,feature_31,6.812798918070537,6.696619560165298,-0.19557016399454702,0.19557016399454702
244,feature_467,-4.217785193095681,-4.121545632953017,0.1944296794247105,0.1944296794247105
245,feature_113,-11.326081527949835,-11.255989809587462,0.19415995981337508,0.19415995981337508
246,feature_173,-4.366900225934085,-4.307988716690377,0.19322333488468788,0.19322333488468788
247,feature_62,-21.282900226281665,-21.933252384970952,-0.19303441339463334,0.19303441339463334
248,feature_294,825.3812934663723,837.9775350692859,0.19271265133577498,0.19271265133577498
249,feature_385,946.1335991913392,958.8308128639677,0.19216950199337068,0.19216950199337068
250,feature_418,-1367.1764794585733,-1346.3431202176182,0.19128654032772413,0.19128654032772413
251,feature_487,1034.2837384146612,1008.8277973706678,-0.1886792142533468,0.1886792142533468
252,feature_346,-621.1664260357182,-631.579113343105,-0.18637921439054456,0.18637921439054456
253,feature_260,-493.2795417275449,-487.34907045934887,0.18605696139973457,0.18605696139973457
254,feature_25,695.7118624346059,682.3953767883125,-0.1859745000486991,0.1859745000486991
255,feature_358,-126.42652328847431,-123.5760163242176,0.18523875248812702,0.18523875248812702
256,feature_74,513.1243932459928,504.6054848354349,-0.18481233674392722,0.18481233674392722
257,feature_311,2609.9935277996346,2660.2895717976776,0.1842576789979607,0.1842576789979607
258,feature_389,-424.73050383256015,-422.97328212550474,0.18233630597005235,0.18233630597005235
259,feature_343,1.5628042578227315,1.5232155619145644,-0.18204106327003555,0.18204106327003555
260,feature_432,3.350486903801363,3.302698387494256,-0.18197222409830083,0.18197222409830083
261,feature_273,0.149986576725133,0.1468316558513052,-0.18139568733027248,0.18139568733027248
262,feature_196,5.160185559008276,5.070134077650403,-0.17909122712477035,0.17909122712477035
263,feature_337,-526.8160037216804,-520.5627882050976,0.17840028254075968,0.17840028254075968
264,feature_305,-0.620882291197991,-0.606897002000491,0.17741023495129446,0.17741023495129446
265,feature_309,3.4446948449854995,3.3772525256129176,-0.1771959034356525,0.1771959034356525
266,feature_438,0.17738368264660706,0.17529102441742053,-0.17376814971473567,0.17376814971473567
267,feature_97,0.7078122569879164,0.6960436193503826,-0.1731469978219826,0.1731469978219826
268,feature_235,52.85042040453912,51.860025532404876,-0.17186663670975016,0.17186663670975016
269,feature_356,-2.427769286541598,-2.483819452022717,-0.17161103850796658,0.17161103850796658
270,feature_117,58.858816612048734,59.70049925278092,0.1713793173395534,0.1713793173395534
271,feature_383,7.29466262718547,7.411734678376597,0.17104310179099552,0.17104310179099552
272,feature_188,-266.393704825107,-271.4414170934621,-0.16618306834886523,0.16618306834886523
273,feature_101,1.5075287622294984,1.4752689193611526,-0.16543349259668821,0.16543349259668821
274,feature_489,2.4843303985307004,2.437801890413812,-0.16529258963102164,0.16529258963102164
275,feature_405,78.85382930779254,80.26380983334185,0.16492496355798575,0.16492496355798575
276,feature_122,1.020644326907086,1.0010840155160572,-0.16386453877165705,0.16386453877165705
277,feature_95,1.1086517725470895,1.1040758427723392,-0.16206576149102336,0.16206576149102336
278,feature_442,12.518556827451544,12.402176397410784,-0.16137388993967683,0.16137388993967683
279,feature_14,-0.8400992560831142,-0.8332099250967965,0.15979072744016892,0.15979072744016892
280,feature_485,1.7490170458848895,1.7672579598182707,0.15913348584264472,0.15913348584264472
281,feature_368,26.715492989694663,27.22428442493042,0.15841162509087003,0.15841162509087003
282,feature_394,0.783656316991244,0.7664333978916255,-0.15705569786900797,0.15705569786900797
283,feature_149,6.554553090849515,6.7164537812678935,0.15697134540560706,0.15697134540560706
284,feature_283,6.954342430655671,7.05850882229569,0.15603081405276167,0.15603081405276167
285,feature_364,0.10689738322381724,0.10864854622086613,0.15601776263866063,0.15601776263866063
286,feature_142,-23.54116501117999,-23.046702711146107,0.1555321196934511,0.1555321196934511
287,feature_133,5.367631115477035,5.485156444298524,0.15321362411816164,0.15321362411816164
288,feature_58,-151.6307637006629,-149.38694249719924,0.15286790084317298,0.15286790084317298
289,feature_435,0.48189437327031936,0.4726161775275428,-0.15255197459872968,0.15255197459872968
290,feature_400,-0.3218010598870257,-0.32610926987514915,-0.15153982764484886,0.15153982764484886
291,feature_250,32.11665335302934,32.00541751628372,-0.1514878991164467,0.1514878991164467
292,feature_106,-201.88521818352638,-199.82327395765333,0.1504854946915056,0.1504854946915056
293,feature_460,-29.471929440228603,-29.219952465874012,0.15011950327440982,0.15011950327440982
294,feature_408,1.6253127716540565,1.636288269637019,0.15005379117497367,0.15005379117497367
295,feature_497,-1.9816684421688253,-1.97333389533598,0.14794312346243008,0.14794312346243008
296,feature_279,484.513471433693,486.6100649427726,0.14732332018800046,0.14732332018800046
